Stock,Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Write Off,Impairment Of Capital Assets,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Operating Income As Reported,Otherunder Preferred Stock Dividend,Net Income From Tax Loss Carryforward,Gain On Sale Of Ppe,Earnings From Equity Interest,Other Operating Expenses,Other Taxes,Total Other Finance Cost,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Salaries And Wages,Gain On Sale Of Business,Provision For Doubtful Accounts,Net Income Discontinuous Operations,Rent Expense Supplemental,Other Special Charges,Restructuring And Mergern Acquisition,Other Non Interest Expense,Average Dilution Earnings,Amortization,Amortization Of Intangibles Income Statement,Rent And Landing Fees,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Policyholder Benefits Gross,Policyholder Benefits Ceded,Depreciation Income Statement,Insurance And Claims,Occupancy And Equipment,Preferred Stock Dividends,Research And Development,Professional Expense And Contract Services Expense,Net Income Extraordinary,Earnings From Equity Interest Net Of Tax
SSSC,2021-12-31,54512.2,0.2,377582027.0,272561.0,272561.0,235056567.0,75776184.0,4060129114.0,377854588.0,302078404.0,-8701290.0,8701290.0,,234838518.2,235056567.0,4404058313.0,639997880.0,639997880.0,0.37,0.37,235056567.0,235056567.0,235056567.0,475691.0,234580876.0,234580876.0,58796238.0,293377114.0,17790561.0,17518000.0,842000.0,,,-569439.0,-8701290.0,8701290.0,,284287817.0,343929199.0,343929199.0,211217927.0,132711272.0,132711272.0,628217016.0,4060129114.0,4688346130.0,4688346130.0,,,,237000.0,,,,,,,,,,,,-605000.0,,,,,,,,,,,,,,,,,,
SSSC,2020-12-31,419247.300553,0.194867,176758245.0,2151456.0,2151456.0,75432628.0,78975728.0,3079263994.0,178909701.0,99933973.0,-6258796.0,6258796.0,,73700419.300553,75432628.0,3379364709.0,639997880.0,639997880.0,0.12,0.12,75432628.0,75432628.0,75432628.0,11631.0,75420997.0,75420997.0,18254180.0,93675177.0,20464456.0,18313000.0,2447000.0,,,-295544.0,-6258796.0,6258796.0,,79469256.0,300100715.0,300100715.0,173065918.0,127034797.0,127034797.0,379569971.0,3079263994.0,3458833965.0,3458833965.0,,,,39000.0,,,,,,,,,,,,-2408000.0,,,,,,,,,,,,,,,,,,
SST,2023-12-31,0.0,0.2,841819581.0,,,-521024.0,600913332.0,1790518600.0,841819581.0,240906249.0,-233489281.0,233489281.0,,-521024.0,-521024.0,3786256239.0,526456550.0,526456550.0,-0.00099,-0.00099,-521024.0,-521024.0,-521024.0,26117343.0,-26638367.0,-26638367.0,34055335.0,7416968.0,54413897.0,,,,,,-233489281.0,233489281.0,,186492352.0,1995737639.0,2113341048.0,1744609683.0,368731365.0,368731365.0,2182229991.0,1790518600.0,3972748591.0,3972748591.0,186492352.0,,,,54413897.0,-117603409.0,,,,,,,,,274840000.0,,,,,,,,,,,,,,,,,,,
SST,2022-12-31,0.0,0.2,810574875.0,,,118668106.0,534073805.0,1993012090.0,810574875.0,276501070.0,-208920791.0,208920791.0,,118668106.0,118668106.0,3735426898.0,526456550.0,526456550.0,0.23,0.23,118668106.0,118668106.0,118668106.0,12378660.0,106289446.0,106289446.0,-38709167.0,67580279.0,25141958.0,,,,,,-208920791.0,208920791.0,,251359112.0,1742414808.0,1947272322.0,1565905717.0,381366605.0,381366605.0,1993773920.0,1993012090.0,3986786010.0,3986786010.0,251359112.0,,,,25141958.0,-204857514.0,,,,,,,,,270882000.0,,,,,,,,,,,,,,,,,,,
SST,2021-12-31,0.0,0.2,665538887.0,0.0,0.0,-33013108.0,566592757.0,1088791011.0,665538887.0,98946130.0,-172864248.0,172864248.0,,-33013108.0,-33013108.0,2472318090.0,526456550.0,526456550.0,-0.06,-0.06,-33013108.0,-33013108.0,-33013108.0,44171484.0,-77184592.0,-77184592.0,3266474.0,-73918118.0,19515344.0,,0.0,0.0,,,-172864248.0,172864248.0,,79430786.0,1383527079.0,1547338167.0,1181804125.0,365534042.0,365534042.0,1462957865.0,1088791011.0,2551748876.0,2551748876.0,79430786.0,,,,19515344.0,-163811088.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SST,2020-12-31,-11489160.235931,0.04711,581798654.0,-243877140.0,-243877140.0,-280008241.0,625510793.0,1124177216.0,337921514.0,-287589279.0,-180330217.0,180330217.0,,-47620261.235931,-280008241.0,2629158677.0,526457257.0,526457257.0,-0.533333,-0.533333,-280008241.0,-280008241.0,-280008241.0,165867360.0,-445875601.0,-445875601.0,-22043895.0,-467919496.0,-224919671.0,163895111.0,-200000000.0,200000000.0,200000000.0,-43877140.0,-180330217.0,180330217.0,,-62669608.0,1504981461.0,1668876572.0,1247134154.0,421742418.0,421742418.0,1442311853.0,1124177216.0,2566489069.0,2566489069.0,-306546748.0,,,,18957469.0,-163895111.0,,,,,,,,,329412000.0,,,,,,,,,,,,,,,,,,,
SST,2019-12-31,,,,45850396.0,45850396.0,,,,,,,,,,,,,,,,,,,,,,,,,166859580.0,0.0,,0.0,45850396.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,701359000.0,,,,,,,,,,,,,,,,,,,
SSTRT,2023-12-31,716891.1,0.2,122132896.06,3584455.5,3584455.5,115648899.02,,12689975.41,125717351.56,125717351.56,-9986725.13,10068452.54,81727.41,112781334.62,115648899.02,14008852.05,191150000.0,191150000.0,0.605016,0.605016,115648899.02,115648899.02,115648899.02,,115648899.02,115648899.02,,115648899.02,3584455.5,,,,,3584455.5,-9986725.13,10068452.54,81727.41,122051168.65,1318876.64,366550.0,,366550.0,366550.0,123370045.29,12689975.41,136060020.7,136060020.7,,,,,,952326.64,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSTRT,2022-12-31,-1050911.714,0.2,97230236.09,-5254558.57,-5254558.57,83574737.86,,11530619.22,91975677.52,91975677.52,-8384566.62,8400939.66,16373.04,87778384.716,83574737.86,20909865.82,191150000.0,191150000.0,0.437221,0.437221,83574737.86,83574737.86,83574737.86,,83574737.86,83574737.86,,83574737.86,-5254358.56,200.01,,,,-5254558.57,-8384566.62,8400939.66,16373.04,97213663.04,9379246.6,370500.0,,370500.0,370500.0,106592909.64,11530619.22,118123528.86,118123528.86,,,,,,9008746.6,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSTRT,2021-12-31,-1360748.726,0.2,98179864.14,-6803743.63,-6803743.63,82308493.96,,11941549.43,91376120.51,91376120.51,-9050940.89,9067626.55,16685.66,87751488.864,82308493.96,19925861.05,156250000.0,156250000.0,0.526774,0.526774,82308493.96,82308493.96,82308493.96,,82308493.96,82308493.96,,82308493.96,-6689588.0,114155.63,,,,-6803743.63,-9050940.89,9067626.55,16685.66,98049022.85,7984311.62,,,,,106033334.47,11941549.43,117974883.9,117974883.9,,,,,,7984311.62,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSTRT,2020-12-31,-661226.764,0.2,93408160.62,-3306133.82,-3306133.82,79955584.41,,11985975.73,90102026.8,90102026.8,-10124833.57,10146442.39,21608.82,82600491.466,79955584.41,25004701.29,156250000.0,156250000.0,0.511716,0.511716,79955584.41,79955584.41,79955584.41,,79955584.41,79955584.41,,79955584.41,-3212983.49,93150.33,,,,-3306133.82,-10124833.57,10146442.39,21608.82,93293401.47,13018725.56,,,,,106312127.03,11985975.73,118298102.76,118298102.76,,,,,,13018725.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,
SSTRT,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,267793.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STA,2023-12-31,30210712.45974,0.134764,4287299720.0,224174435.0,224174435.0,-434368615.0,3616723040.0,76082009977.0,4511474155.0,894751115.0,-895572416.0,1421727511.0,526155095.0,-628332337.54026,-434368615.0,84107480171.0,1536000000.0,1536000000.0,-0.28,-0.28,-434368615.0,-434368615.0,-434368615.0,21590172.0,-455958787.0,-455958787.0,-71017609.0,-526976396.0,231168117.0,114478000.0,202630000.0,,,21544435.0,-895572416.0,1421727511.0,526155095.0,137428717.0,8025470194.0,8063120194.0,5247469228.0,2815650966.0,2815650966.0,8162898911.0,76082009977.0,84244908888.0,84244908888.0,476080338.0,,,1290000.0,-107484318.0,-37650000.0,,,,,,,,,,-201340000.0,,,,,,,,,,,,,,,,,,
STA,2022-12-31,124689301.851393,0.105325,9391748585.0,1183852496.0,1183852496.0,4794868438.0,3186124841.0,94851076084.0,10575601081.0,7389476240.0,-1037222010.0,1222063180.0,184841170.0,3735705243.851393,4794868438.0,105059103302.0,1536000000.0,1536000000.0,3.12,3.12,4794868438.0,4794868438.0,4794868438.0,-722961645.0,5517830083.0,5517830083.0,649582977.0,6167413060.0,1607012698.0,87503000.0,126635000.0,,,1057217496.0,-1037222010.0,1222063180.0,184841170.0,5597622910.0,10208027218.0,10247848218.0,7784891136.0,2462957082.0,2462957082.0,15805650128.0,94851076084.0,110656726212.0,110656726212.0,6868977868.0,,,-38704000.0,335657202.0,-39821000.0,,,,,,,,,,-165339000.0,,,,,,,,,,,,,,,,,,
STA,2021-12-31,-102863762.539533,0.0885,33715936262.0,-1162305331.0,-1162305331.0,15846701459.0,3006444276.0,80216448854.0,32553630931.0,29547186655.0,-715524869.0,828733698.0,113208829.0,16906143027.460466,15846701459.0,87981450482.0,1536000000.0,1536000000.0,10.32,10.32,15846701459.0,15846701459.0,15846701459.0,-10330174817.0,26176876276.0,26176876276.0,2541576681.0,28718452957.0,-886075631.0,34843158.0,141211000.0,,,-1303516331.0,-715524869.0,828733698.0,113208829.0,30293922021.0,7765001628.0,7927172628.0,5952552884.0,1974619744.0,1974619744.0,38058923649.0,80216448854.0,118275372503.0,118275372503.0,29192591284.0,,,-56223000.0,241386542.0,-162171000.0,,,,,,0.0,,,,-197434000.0,,,,,,,,,,,,,,,,,,
STA,2020-12-31,34087208.732409,0.097719,20207528553.0,348829362.0,348829362.0,9531213266.0,2801377585.0,53697457457.0,20556357915.0,17754980330.0,-639607103.0,690930984.0,51323881.0,9216471112.732409,9531213266.0,58388619748.0,1536000000.0,1536000000.0,6.21,6.21,9531213266.0,9531213266.0,9531213266.0,-5865356575.0,15396569841.0,15396569841.0,1667479505.0,17064049346.0,613532204.0,96117000.0,74006977.0,,,274822385.0,-639607103.0,690930984.0,51323881.0,17090124873.0,4691162291.0,4782747291.0,3127819248.0,1654928043.0,1654928043.0,21781287164.0,53697457457.0,75478744621.0,75478744621.0,17535070607.0,0.0,,-85784000.0,168585842.0,-91585000.0,,,,,,192977.0,,,,-159598000.0,,,,,,,,,,,,,,,,,,
STA,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4331397.0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
STANLY,2024-03-31,31639709.511,0.1938,2906306180.0,163259595.0,163259595.0,1756919607.0,1557763611.0,11828851135.0,3069565775.0,1511802164.0,123428108.0,,123428108.0,1625299721.511,1756919607.0,12868125419.0,76625000.0,76625000.0,22.93,22.93,1756919607.0,1756919607.0,1756919607.0,,1756919607.0,1756919607.0,422391740.0,2179311347.0,544081075.0,2709766.0,4946152.0,,,158313443.0,123428108.0,,123428108.0,1511802164.0,1039274284.0,1129293786.0,776776437.0,352517349.0,352517349.0,2551076448.0,11828851135.0,14379927583.0,14379927583.0,1801199633.0,,,4946152.0,378111714.0,-77375290.0,-12644212.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANLY,2023-03-31,20689271.1025,0.1933,3057605038.0,107031925.0,107031925.0,1745675731.0,1548223645.0,11839100925.0,3164636963.0,1616413318.0,41146908.0,,41146908.0,1659333077.1025,1745675731.0,12831433117.0,76625000.0,76625000.0,22.78,22.78,1745675731.0,1745675731.0,1745675731.0,,1745675731.0,1745675731.0,407794139.0,2153469870.0,495909644.0,1915680.0,3107669.0,,,103924256.0,41146908.0,,41146908.0,1616413318.0,992332192.0,1093348468.0,743273973.0,350074495.0,350074495.0,2608745510.0,11839100925.0,14447846435.0,14447846435.0,1766507831.0,,,3107669.0,386962039.0,-89873019.0,-11143257.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANLY,2022-03-31,8841525.7536,0.1886,3067345232.0,46879776.0,46879776.0,1520803829.0,1573862684.0,11092504997.0,3114225008.0,1540362324.0,19543267.0,,19543267.0,1482765578.7536,1520803829.0,12041964334.0,76625000.0,76625000.0,19.847358,19.85,1520803829.0,1520803829.0,1520803829.0,,1520803829.0,1520803829.0,369398585.0,1890202414.0,330296823.0,1806207.0,4089665.0,,,42790111.0,19543267.0,,19543267.0,1540362324.0,949459337.0,1024344647.0,686462219.0,337882428.0,337882428.0,2489821661.0,11092504997.0,13582326658.0,13582326658.0,1608591574.0,,,4089665.0,281610840.0,-64770961.0,-10114349.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
STANLY,2021-03-31,15923638.4664,0.1813,2414329341.0,87830328.0,87830328.0,1061340029.0,1555979481.0,9951852793.0,2502159669.0,946180188.0,20453629.0,,20453629.0,989433339.4664,1061340029.0,10781428718.0,76625000.0,76625000.0,13.85,13.85,1061340029.0,1061340029.0,1061340029.0,,1061340029.0,1061340029.0,235017402.0,1296357431.0,329723614.0,28432667.0,3337941.0,,,84492387.0,20453629.0,,20453629.0,946180188.0,829575925.0,883304757.0,557667942.0,325636815.0,325636815.0,1775756113.0,9951852793.0,11727608906.0,11727608906.0,1054464145.0,,,3337941.0,241893286.0,-41960666.0,-11768166.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
STECH,2023-12-31,-6927072.0,0.1888,341668387.0,-36690000.0,-36690000.0,127360569.0,121611768.0,1498244491.0,304978387.0,183366619.0,-28943000.0,26076000.0,,157123497.0,127360569.0,1777864259.0,725000000.0,725000000.0,0.18,0.18,127360569.0,127360569.0,127360569.0,-216999.0,127577568.0,127577568.0,29713051.0,157290619.0,-5333000.0,31357000.0,-36690000.0,37463000.0,,,-28943000.0,26076000.0,,191567763.0,166248000.0,158008000.0,7677000.0,150331000.0,35828000.0,357815763.0,1611616259.0,1969432022.0,1969432022.0,,,,773000.0,,,,2867000.0,8240000.0,8240000.0,114143000.0,,,,360000.0,,,,,,,360000.0,,,,,,,,,,,,
STECH,2022-12-31,-2610972.9,0.1849,276305477.0,-14121000.0,-14121000.0,100567558.0,120604097.0,1688121793.0,262184477.0,141580380.0,-19886000.0,17947000.0,,112077585.1,100567558.0,1967112890.0,725000000.0,725000000.0,0.14,0.14,100567558.0,100567558.0,100567558.0,-211025.0,100778583.0,100778583.0,22854797.0,123633380.0,-6413000.0,7708000.0,-14121000.0,14851000.0,,,-19886000.0,17947000.0,,149932874.0,166740000.0,158387000.0,6553000.0,151834000.0,34876000.0,316672874.0,1800372890.0,2117045764.0,2117045764.0,,,,730000.0,,,,1939000.0,8353000.0,8353000.0,116958000.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,
STECH,2021-12-31,1423483.6,0.1636,241387298.0,8701000.0,8701000.0,94565259.0,117203899.0,1154528010.0,250088298.0,132884399.0,-21271000.0,19617000.0,,87287742.6,94565259.0,1408119909.0,613493151.0,613493151.0,0.15,0.15,94565259.0,94565259.0,94565259.0,,94565259.0,94565259.0,18702140.0,113267399.0,26129000.0,17428000.0,8701000.0,-2170000.0,,,-21271000.0,19617000.0,,108430557.0,143748000.0,136388000.0,4865000.0,131523000.0,19672000.0,252178557.0,1264371909.0,1516550466.0,1516550466.0,,,,6531000.0,,,,1654000.0,7360000.0,7360000.0,111851000.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,
STECH,2020-12-31,751013.0,0.1682,305749967.0,4465000.0,4465000.0,140603514.0,118684095.0,1097018072.0,310214967.0,191530872.0,-26296000.0,23891000.0,,136889527.0,140603514.0,1357946167.0,521500000.0,521500000.0,0.27,0.27,140603514.0,140603514.0,140603514.0,,140603514.0,140603514.0,27036358.0,167639872.0,18953800.0,14488800.0,4465000.0,-1554000.0,,,-26296000.0,23891000.0,,174982424.0,151148000.0,142244000.0,8152000.0,134092000.0,23098000.0,326130424.0,1206798167.0,1532928591.0,1532928591.0,,,,2911000.0,,,,2405000.0,8904000.0,8904000.0,110994000.0,,,,0.0,,,,,,,0.0,,,,,,,,,,,,
STGT,2023-12-31,-2950216.185,0.105,2179043501.0,-28097297.0,-28097297.0,152688790.0,1674075357.0,17516348753.0,2150946204.0,476870847.0,54817984.0,306204916.0,361022900.0,177835870.815,152688790.0,19712761098.0,2865180000.0,2865180000.0,0.05,0.05,152688790.0,152688790.0,152688790.0,,152688790.0,152688790.0,17977141.0,170665931.0,130618412.0,158715709.0,5914000.0,,,-34011297.0,54817984.0,306204916.0,361022900.0,-47585693.0,2196412345.0,2217131484.0,948331548.0,1268799936.0,1268799936.0,2148826652.0,17516348753.0,19665175405.0,19665175405.0,115847947.0,,,,,-20719139.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STGT,2022-12-31,-17886189.525,0.123,3665303071.0,-145416175.0,-145416175.0,1652051500.0,1449549895.0,19048019604.0,3519886896.0,2070337001.0,-25959015.0,186806428.0,160847413.0,1779581485.475,1652051500.0,21423301156.0,2864512000.0,2864208000.0,0.58,0.58,1652051500.0,1652051500.0,1652051500.0,,1652051500.0,1652051500.0,231479073.0,1883530573.0,-6520937.0,138895238.0,6481000.0,,,-151897175.0,-25959015.0,186806428.0,160847413.0,1881518527.0,2375281552.0,2401078840.0,1332515853.0,1068562987.0,1068562987.0,4256800079.0,19048019604.0,23304819683.0,23304819683.0,1909489588.0,,,1093000.0,,-25797288.0,,,,,,,,,,-5388000.0,,,,,,,,,,,,,,,,,,
STGT,2021-12-31,-40039795.92237,0.083955,27728057455.0,-476921802.0,-476921802.0,23704162049.0,1247158150.0,19291762237.0,27251135653.0,26003977503.0,-20811298.0,127352872.0,106541574.0,24141044055.07763,23704162049.0,21414469179.0,2861150000.0,2860231000.0,8.28,8.29,23704162049.0,23704162049.0,23704162049.0,0.0,23704162049.0,23704162049.0,2172462582.0,25876624631.0,-238865802.0,238056000.0,-5752000.0,,,-471169802.0,-20811298.0,127352872.0,106541574.0,26136302060.0,2122706942.0,2242787942.0,1376214658.0,866573284.0,866573284.0,28259009002.0,19291762237.0,47550771239.0,47550771239.0,25897435929.0,,,-10104000.0,,-120081000.0,,,,,,,,,,-4352000.0,,,,,,,,,,,,,,,,,,
STGT,2020-12-31,11361491.563,0.097,17082977623.0,117128779.0,117128779.0,14400868953.0,1092471030.0,13665358865.0,17200106402.0,16107635372.0,-103619586.0,143212537.0,39592951.0,14295101665.563,14400868953.0,14776908417.0,2426638000.0,2425973000.0,5.93,5.94,14400868953.0,14400868953.0,14400868953.0,-14851105.0,14415720058.0,14415720058.0,1548702777.0,15964422835.0,292573779.0,175445000.0,12000000.0,,,105128779.0,-103619586.0,143212537.0,39592951.0,15775468689.0,1111549552.0,1164938552.0,607949993.0,556988559.0,556988559.0,16887018241.0,13665358865.0,30552377106.0,30552377106.0,16068042421.0,,,-6231000.0,,-53389000.0,,,,,,,,,,-18231000.0,,,,,,,,,,,,,,,,,,
STGT,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,20388028.0,,,,,,,,,,,,,,,,,,,,,,,,,,,-2514000.0,,,-12562000.0,11910000.0,14250000.0,14250000.0,157490000.0,,,,,-24156000.0,,,,,,,,,,,,,,,,,,
STHAI,2023-12-31,-5239000.0,0.2,-28293000.0,-26195000.0,-26195000.0,-115738000.0,83433000.0,434184000.0,-54488000.0,-137921000.0,-751000.0,751000.0,,-94782000.0,-115738000.0,499526000.0,1633859000.0,1633859000.0,-0.071,-0.071,-115738000.0,-115738000.0,-115738000.0,23778000.0,-139516000.0,-139516000.0,844000.0,-138672000.0,-26195000.0,,-29857000.0,0.0,29857000.0,3662000.0,-751000.0,751000.0,,-111726000.0,65342000.0,70404000.0,7953000.0,62451000.0,62451000.0,-46384000.0,434184000.0,387800000.0,387800000.0,-137921000.0,,,,,-5062000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
STHAI,2022-12-31,-4520380.0,0.158,30171000.0,-28610000.0,-28610000.0,-73897000.0,82437000.0,642617000.0,1561000.0,-80876000.0,-1105000.0,1105000.0,,-49807380.0,-73897000.0,703032000.0,1633859000.0,1633859000.0,-0.045,-0.045,-73897000.0,-73897000.0,-73897000.0,-4865000.0,-69032000.0,-69032000.0,-12949000.0,-81981000.0,-28610000.0,,-35935000.0,0.0,35935000.0,7325000.0,-1105000.0,1105000.0,,-52266000.0,60415000.0,65212000.0,10853000.0,54359000.0,54359000.0,8149000.0,642617000.0,650766000.0,650766000.0,-80876000.0,,,,0.0,-4797000.0,,,,,,,292000.0,,,,,,,,,,,,,,,,,,,,,
STHAI,2021-12-31,888206.0,0.2068,522360000.0,4295000.0,4295000.0,370182000.0,65699000.0,897413000.0,526655000.0,460956000.0,-1298000.0,1298000.0,,366775206.0,370182000.0,972781000.0,1633859000.0,1633859000.0,0.227,0.227,370182000.0,370182000.0,370182000.0,5577000.0,364605000.0,364605000.0,95053000.0,459658000.0,4295000.0,5017000.0,0.0,0.0,,4295000.0,-1298000.0,1298000.0,,456661000.0,75368000.0,81318000.0,16553000.0,64765000.0,64765000.0,532029000.0,897413000.0,1429442000.0,1429442000.0,460956000.0,,,,0.0,-5017000.0,,,,,,,-933000.0,,,,,,,,,,,,,,,,,,,,,
STHAI,2020-12-31,223581.6,0.0792,406441000.0,2823000.0,2823000.0,325823000.0,65178000.0,763063000.0,409264000.0,344086000.0,-911000.0,911000.0,,323223581.6,325823000.0,844608000.0,2479833739.0,2479833739.0,0.127167,0.127167,325823000.0,325823000.0,325823000.0,9831000.0,315992000.0,315992000.0,27183000.0,343175000.0,6034000.0,3211000.0,0.0,0.0,0.0,2823000.0,-911000.0,911000.0,,338052000.0,81545000.0,80608000.0,17724000.0,62884000.0,62884000.0,419597000.0,763063000.0,1182660000.0,1182660000.0,,,,,0.0,,,,,,,,937000.0,,,,,,,,,,,,,,,,,,,,,
STHAI,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3215000.0,,,38298000.0,,,,,,,,,,,,,,,,,,,-136922000.0,-20000.0,,,,,,,-20000.0,,,,,,,,,,,,,,,,,,,,,
STI,2022-12-31,0.0,0.204814,292321963.0,,,145570915.0,66702766.0,1198465510.0,292321963.0,225619197.0,-12827082.0,12930644.0,103562.0,145570915.0,145570915.0,1511316452.0,602997000.0,602997000.0,0.24,0.24,145570915.0,145570915.0,145570915.0,-23556045.0,169126960.0,169126960.0,43561593.0,212688553.0,,,,,,,-12827082.0,12930644.0,103562.0,225515635.0,312850942.0,318758182.0,,318758182.0,318758182.0,538366577.0,1198465510.0,1736832087.0,1736832087.0,225619197.0,,,,,-5907240.0,,,,,,,,,9247000.0,,,,,,,,,,,,,,,,,,,
STI,2021-12-31,0.0,0.203195,288881066.0,,,144432984.0,66933392.0,1225704002.0,288881066.0,221947674.0,-11025337.0,11152085.0,126748.0,144432984.0,144432984.0,1510983391.0,602997000.0,602997000.0,0.24,0.24,144432984.0,144432984.0,144432984.0,-23529939.0,167962923.0,167962923.0,42832666.0,210795589.0,,,,,,,-11025337.0,11152085.0,126748.0,221820926.0,285279389.0,294231948.0,,294231948.0,294231948.0,507100315.0,1225704002.0,1732804317.0,1732804317.0,221947674.0,,,,,-8952559.0,,,,,,,,,6890000.0,,,,,,,,,,,,,,,,,,,
STI,2020-12-31,0.0,0.20592,281227621.0,,,149220266.0,47754876.0,1071719378.0,281227621.0,233472745.0,-7279570.0,8355230.0,1075660.0,149220266.0,149220266.0,1337855869.0,603000000.0,603000000.0,0.248889,0.248889,149220266.0,149220266.0,149220266.0,-29541074.0,178761340.0,178761340.0,46356175.0,225117515.0,4835675.0,4835675.0,,,,,-7279570.0,8355230.0,1075660.0,232397085.0,266136491.0,270972166.0,,270972166.0,270972166.0,498533576.0,1071719378.0,1570252954.0,1570252954.0,233472745.0,,,,,-4835675.0,,,,,,,,,5485000.0,,,,,,,,,,,,,,,,,,,
STI,2019-12-31,0.0,0.20045,112812725.0,,,85502184.0,5388974.0,471961853.0,112812725.0,107423751.0,4705634.0,485883.0,5191517.0,85502184.0,85502184.0,610113581.0,603000000.0,603000000.0,0.142222,0.142222,85502184.0,85502184.0,85502184.0,0.0,85502184.0,85502184.0,21435684.0,106937868.0,9743776.0,9743776.0,,,,,4705634.0,485883.0,5191517.0,102232234.0,138151728.0,147895504.0,,147895504.0,147895504.0,240383962.0,471961853.0,712345815.0,712345815.0,107423751.0,,,,,-9743776.0,,,,,,,,,548515168000.0,,,,,,,,,,,,,,,,,,,
STPI,2023-12-31,-34948643.4,0.2,522360929.0,-174743217.0,-174743217.0,200987273.0,181857213.0,3397044382.0,347617712.0,165760499.0,-621274.0,46127000.0,61010726.0,340781846.6,200987273.0,3631074061.0,1599430000.0,1599430000.0,0.13,0.13,200987273.0,200987273.0,200987273.0,76378187.0,124609086.0,124609086.0,-4975587.0,119633499.0,-136667891.0,44567000.0,-164000000.0,164000000.0,,-10743217.0,-621274.0,46127000.0,61010726.0,256921999.0,234029679.0,234029679.0,6719647.0,227310032.0,227310032.0,490951678.0,3397044382.0,3887996060.0,3887996060.0,126746076.0,,,,-6491674.0,,,15505000.0,,,,,,,54124442.0,,,,,,,,,,,,,,,,,,,
STPI,2022-12-31,-30323089.6,0.2,192592593.0,-151615448.0,-151615448.0,-144904899.0,189085195.0,3572037370.0,40977145.0,-148108050.0,31383795.0,36878000.0,69570795.0,-23612540.6,-144904899.0,3875855455.0,1598650000.0,1598650000.0,-0.09,-0.09,-144904899.0,-144904899.0,-144904899.0,46022685.0,-190927584.0,-190927584.0,5941534.0,-184986050.0,-96455357.0,27197000.0,0.0,0.0,,-151615448.0,31383795.0,36878000.0,69570795.0,-119914870.0,303818085.0,303818085.0,7761762.0,296056323.0,296056323.0,183903215.0,3572037370.0,3755940585.0,3755940585.0,-244333206.0,,,,27963091.0,,,1309000.0,,,,,,,53876813.0,,,,,,,,,,,,,,,,,,,
STPI,2021-12-31,128835932.104786,0.342424,367458294.0,376247002.0,376247002.0,320295143.0,253225591.0,1917788406.0,743705296.0,490479705.0,-15724252.0,74360000.0,61852748.0,72884073.104786,320295143.0,2256233300.0,1598650000.0,1598650000.0,0.2,0.2,320295143.0,320295143.0,320295143.0,46664733.0,273630410.0,273630410.0,142489295.0,416119705.0,429387353.0,48777000.0,0.0,0.0,620000.0,376247002.0,-15724252.0,74360000.0,61852748.0,2457248.0,338444894.0,338444894.0,7062418.0,331382476.0,331382476.0,340902142.0,1917788406.0,2258690548.0,2258690548.0,427481142.0,,,,4363351.0,,,3217000.0,,,,,,,89057196.0,,,,,,,,,,,,,,,,,,,
