Stock,Date,Tax Effect Of Unusual Items,Tax Rate For Calcs,Normalized EBITDA,Total Unusual Items,Total Unusual Items Excluding Goodwill,Net Income From Continuing Operation Net Minority Interest,Reconciled Depreciation,Reconciled Cost Of Revenue,EBITDA,EBIT,Net Interest Income,Interest Expense,Interest Income,Normalized Income,Net Income From Continuing And Discontinued Operation,Total Expenses,Diluted Average Shares,Basic Average Shares,Diluted EPS,Basic EPS,Diluted NI Availto Com Stockholders,Net Income Common Stockholders,Net Income,Minority Interests,Net Income Including Noncontrolling Interests,Net Income Continuous Operations,Tax Provision,Pretax Income,Other Income Expense,Other Non Operating Income Expenses,Special Income Charges,Write Off,Impairment Of Capital Assets,Gain On Sale Of Security,Net Non Operating Interest Income Expense,Interest Expense Non Operating,Interest Income Non Operating,Operating Income,Operating Expense,Selling General And Administration,Selling And Marketing Expense,General And Administrative Expense,Other Gand A,Gross Profit,Cost Of Revenue,Total Revenue,Operating Revenue,Total Operating Income As Reported,Otherunder Preferred Stock Dividend,Net Income From Tax Loss Carryforward,Gain On Sale Of Ppe,Earnings From Equity Interest,Other Operating Expenses,Other Taxes,Total Other Finance Cost,Depreciation Amortization Depletion Income Statement,Depreciation And Amortization In Income Statement,Salaries And Wages,Gain On Sale Of Business,Provision For Doubtful Accounts,Net Income Discontinuous Operations,Rent Expense Supplemental,Other Special Charges,Restructuring And Mergern Acquisition,Other Non Interest Expense,Average Dilution Earnings,Amortization,Amortization Of Intangibles Income Statement,Rent And Landing Fees,Loss Adjustment Expense,Net Policyholder Benefits And Claims,Policyholder Benefits Gross,Policyholder Benefits Ceded,Depreciation Income Statement,Insurance And Claims,Occupancy And Equipment,Preferred Stock Dividends,Research And Development,Professional Expense And Contract Services Expense,Net Income Extraordinary,Earnings From Equity Interest Net Of Tax
EASON,2022-12-31,185040.0,0.2313,125685431.46,800000.0,800000.0,64337691.08,32376713.08,474831561.14,126485431.46,94108718.38,1450721.06,1685007.53,3135728.59,63722731.08,64337691.08,661073543.69,566764945.0,566764945.0,0.1135,0.1135,64337691.08,64337691.08,64337691.08,-6709006.23,71046697.31,71046697.31,21377013.54,92423710.85,49096081.39,28405580.07,0.0,0.0,,800000.0,1450721.06,1685007.53,3135728.59,41876908.4,186241982.55,159434611.89,8325014.46,151109597.43,151109597.43,228118890.95,474831561.14,702950452.09,702950452.09,71382176.78,,,,19890501.32,26807370.66,,,,,,,24000000.0,,,,,,,,,,,,,,,,,,,,,
EASON,2021-12-31,-12116146.348,0.2,38084866.61,-60580731.74,-60580731.74,-66217752.43,32386418.39,314392512.14,-22495865.13,-54882283.52,105452.66,3049578.17,3155030.83,-17753167.038,-66217752.43,467261424.56,566764945.0,566764945.0,-0.1168,-0.1168,-66217752.43,-66217752.43,-66217752.43,-3375810.85,-62841941.58,-62841941.58,4910079.89,-57931861.69,-124969542.23,24292858.48,-73213995.29,73213995.29,,12633263.55,105452.66,3049578.17,3155030.83,66932227.88,152868912.42,152255461.37,6810800.62,145444660.75,145444660.75,219801140.3,314392512.14,534193652.44,534193652.44,31062685.46,,,,-88681668.97,613451.05,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
EASON,2020-12-31,-28045638.96168,0.202,97507276.3,-138839796.84,-138839796.84,-63416090.93,34666779.15,289758669.08,-41332520.54,-75999299.69,-1057476.98,3646035.24,2588558.26,47378066.94832,-63416090.93,445049285.69,566764945.0,566764945.0,-0.1119,-0.1119,-63416090.93,-63416090.93,-63416090.93,137959.36,-63554050.29,-63554050.29,-16091284.64,-79645334.93,-123416336.51,21268576.65,-140889972.5,140889972.5,,2050175.66,-1057476.98,3646035.24,2588558.26,44828478.55,155290616.61,155290616.61,5831950.01,149458666.6,149458666.6,200119095.16,289758669.08,489877764.24,489877764.24,-72598810.92,,,,-5845116.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASON,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,7253464.75,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EASTW,2023-12-31,0.0,0.2165,1795829738.0,,,311119939.0,1085732515.0,2978086106.0,1795829738.0,710097223.0,-276261520.0,298958199.0,22696679.0,311119939.0,311119939.0,3642625546.0,1663725149.0,1663725149.0,0.19,0.19,311119939.0,311119939.0,311119939.0,-10994610.0,322114549.0,322114549.0,89024475.0,411139024.0,43185307.0,43185307.0,,,,,-276261520.0,298958199.0,22696679.0,644215237.0,664539440.0,664539440.0,15084793.0,649454647.0,649454647.0,1308754677.0,2978086106.0,4286840783.0,4286840783.0,,,,,,,,,,,,,,,45481274.0,,,,,,,,,,,,,,,,,,,
EASTW,2022-12-31,0.0,0.2016,2212369313.0,13248106.0,13248106.0,704605134.0,1077481121.0,2670083320.0,2212369313.0,1134888192.0,-233815953.0,242083108.0,8267155.0,704605134.0,704605134.0,3231747924.0,1663725149.0,1663725149.0,0.42,0.42,704605134.0,704605134.0,704605134.0,-8207364.0,712812498.0,712812498.0,179992586.0,892805084.0,95464240.0,95464240.0,13248106.0,,,,-233815953.0,242083108.0,8267155.0,1031156797.0,561664604.0,561664604.0,14118375.0,547546229.0,547546229.0,1592821401.0,2670083320.0,4262904721.0,4262904721.0,,,,,,,,,,,,,,,67978717.0,-13248106.0,,,,,,,,,,,,,,,,,,
EASTW,2021-12-31,1700040.3844,0.1894,2482994552.0,8975926.0,8975926.0,1061601335.0,982956204.0,2694568420.0,2491970478.0,1509014274.0,-159089834.0,172945907.0,13856073.0,1054325449.3844,1061601335.0,3217714109.0,1663725149.0,1663725149.0,0.64,0.64,1061601335.0,1061601335.0,1061601335.0,-11441234.0,1073042569.0,1073042569.0,263025798.0,1336068367.0,82372289.0,73396363.0,8975926.0,,,,-159089834.0,172945907.0,13856073.0,1412785912.0,523145689.0,523145689.0,14452499.0,508693190.0,508693190.0,1935931601.0,2694568420.0,4630500021.0,4630500021.0,,,,,,,,,,,,,,,104661076.0,-8975926.0,,,,,,,,,,,,,,,,,,
EASTW,2020-12-31,3075693.984,0.2112,2040249118.0,14562945.0,14562945.0,764154129.0,899977508.0,2551076073.0,2054812063.0,1154834555.0,-161408602.0,170526944.0,9118342.0,752666877.984,764154129.0,3093466677.0,1663725149.0,1663725149.0,0.46,0.46,764154129.0,764154129.0,764154129.0,-12276985.0,776431114.0,776431114.0,207876497.0,984307611.0,34881433.0,20318488.0,14562945.0,,,,-161408602.0,170526944.0,9118342.0,1110834780.0,542390604.0,542390604.0,16017650.0,526372954.0,526372954.0,1653225384.0,2551076073.0,4204301457.0,4204301457.0,,,,,,,,,,,,,,,105930161.0,-14562945.0,,,,,,,,,,,,,,,,,,
EASTW,2019-12-31,,,,18019588.0,18019588.0,,,,,,,,,,,,,,,,,,,,,,,,,,18019588.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-18019588.0,,,,,,,,,,,,,,,,,,
ECL,2023-12-31,4885449.449324,0.194231,49870254.48,25152823.62,25152823.62,108204259.67,15450195.69,129156119.52,75023078.1,59572882.41,,,,87936885.499324,108204259.67,525651560.99,1108859002.0,1108859002.0,0.0976,0.0976,108204259.67,108204259.67,108204259.67,,108204259.67,108204259.67,26082630.95,134286890.62,74714008.21,43610659.43,25152823.62,-25152823.62,,,,,,59572882.41,396495441.47,309918062.09,21990966.77,287927095.32,287927095.32,456068323.88,129156119.52,585224443.4,585224443.4,,,,,5950525.16,,,,,,,,86577379.38,,,,,,,,,,,,,,,,,,,,,
ECL,2022-12-31,6574883.911915,0.193577,130968447.36,33965168.78,33965168.78,184566424.68,17426095.18,102087493.26,164933616.14,147507520.96,,,,157176139.811915,184566424.68,394686858.11,1108859002.0,1108859002.0,0.1556,0.1664,184566424.68,184566424.68,184566424.68,,184566424.68,184566424.68,44304132.73,228870557.41,81363036.45,39492400.26,33965168.78,-33965168.78,,,,,,147507520.96,292599364.85,255823303.57,13811777.5,242011526.07,242011526.07,440106885.81,102087493.26,542194379.07,542194379.07,,,,,7905467.41,,,,,,,,36776061.28,,,,,,,,,,,,,,,,,,,,,
ECL,2021-12-31,5851254.646776,0.2046,159690326.37,28598507.56,28598507.56,194013396.45,20715594.59,135066943.83,188288833.93,167573239.34,,,,171266143.536776,194013396.45,446823115.23,1108858867.0,1108858867.0,0.175,0.175,194013396.45,194013396.45,194013396.45,,194013396.45,194013396.45,49891416.59,243904813.04,76331573.7,41160281.47,28598507.56,-28598507.56,,,,,,167573239.34,311756171.4,334336827.03,8517088.97,325819738.06,325819738.06,479329410.74,135066943.83,614396354.57,614396354.57,,,,,6572784.67,-22580655.63,,,,,,,-22580655.63,,,,,,,,,,,,,,,,,,,,,
ECL,2020-12-31,3503154.372476,0.1958,8116802.92,17891493.22,17891493.22,61679348.46,22614560.46,216358910.96,26008296.14,3393735.68,,,,47291009.612476,61679348.46,824495529.52,1108857244.0,1108857244.0,0.0556,0.0556,61679348.46,61679348.46,61679348.46,,61679348.46,61679348.46,15019553.36,76698901.82,73305166.14,45043948.33,17891493.22,-17891493.22,,,,,,3393735.68,608136618.56,449217264.08,5137996.53,444079267.55,444079267.55,611530354.24,216358910.96,827889265.2,827889265.2,,,,,10369724.59,158919354.48,,,,,,0.0,158919354.48,,,,,,,,,,,,,,,,,,,,,
ECL,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2187595.94,,,,,,,,,,,,,,,,,,,,,,
EE,2023-12-31,-19325.115236,3.4e-05,-76878189.0,-568342487.0,-568342487.0,-653131926.0,14400288.0,23127844.0,-645220676.0,-659620964.0,39968.0,64123.0,104091.0,-84808764.115236,-653131926.0,62998559.0,2780000000.0,2780000000.0,-0.2373,-0.2373,-653131926.0,-653131926.0,-653131926.0,6530730.0,-659662656.0,-659662656.0,-22431.0,-659685087.0,-601852437.0,-33509950.0,-469976696.0,0.0,471522000.0,-98365791.0,39968.0,64123.0,104091.0,-57872618.0,39870715.0,39870715.0,380490.0,39490225.0,32850525.0,-18001903.0,23127844.0,5125941.0,5125941.0,,,,0.0,,,,,,,6639700.0,1545304.0,,,,,,,,,,,,,,,,,,,,,,
EE,2022-12-31,265.196306,0.000217,-68805091.0,1221097.0,1221097.0,-73452506.0,10422212.0,17272794.0,-67583994.0,-78006206.0,546410.0,76944.0,623354.0,-74673337.803694,-73452506.0,75189088.0,2780000000.0,2780000000.0,-0.0281,-0.0281,-73452506.0,-73452506.0,-73452506.0,4613686.0,-78066192.0,-78066192.0,-16958.0,-78083150.0,-16575568.0,-17796665.0,123749.0,0.0,0.0,1097348.0,546410.0,76944.0,623354.0,-62053992.0,57916294.0,57916294.0,2912839.0,55003455.0,46535955.0,-4137698.0,17272794.0,13135096.0,13135096.0,,,,14999.0,0.0,,,,,,8467500.0,108750.0,,,1969867.0,,,,,,,,,,,,,,,,,,,
EE,2021-12-31,16729181.115557,0.18158,146903518.0,92131104.0,92131104.0,195407934.0,826645.0,54330.0,239034622.0,238207977.0,484477.0,83318.0,567795.0,120006011.115557,195407934.0,-77249015.0,2780000000.0,2780000000.0,0.0701,0.0701,195407934.0,195407934.0,195407934.0,521990.0,194885944.0,194885944.0,43238715.0,238124659.0,156257380.0,127630.0,92131104.0,,,,484477.0,83318.0,567795.0,81382802.0,-77303345.0,30216768.0,0.0,30216768.0,21566135.0,4079457.0,54330.0,4133787.0,4133787.0,,,,1560734.0,63998646.0,-107520113.0,,,,,8650633.0,90570370.0,,,1501714.0,,,,,,,,,,,,,,,,,,,
EE,2020-12-31,0.0,0.073204,6302229.0,0.0,0.0,4988515.0,810351.0,41466.0,6302229.0,5491878.0,1150222.0,109338.0,1259560.0,4988515.0,4988515.0,50419286.0,4006927980.0,4006927980.0,0.001249,0.001249,4988515.0,4988515.0,4988515.0,0.0,4988515.0,4988515.0,394025.0,5382540.0,51606511.0,1140007.0,0.0,,,,1150222.0,109338.0,1259560.0,-47374193.0,50377820.0,50377820.0,,50377820.0,38954540.0,3003627.0,41466.0,3045093.0,3045093.0,,,,0.0,50466504.0,,,,,,11423280.0,0.0,,,1604256.0,,,,,,,,,,,,,,,,,,,
EE,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,143264537.0,,,,,,,,,,2624421.0,,,,,,,,,,,,,,,,,,,
EGCO,2023-12-31,-2406778200.0,0.2,13966873000.0,-12033891000.0,-12033891000.0,-8384074000.0,3039604000.0,40916000000.0,1932982000.0,-1106622000.0,-2664000000.0,6635000000.0,4330000000.0,1243038800.0,-8384074000.0,43143234000.0,526465000.0,526465000.0,-15.93,-15.93,-8384074000.0,-8384074000.0,-8384074000.0,2255000.0,-8386329000.0,-8386329000.0,644707000.0,-7741622000.0,-11560774000.0,182000000.0,-11092057000.0,1989299000.0,,-941834000.0,-2664000000.0,6635000000.0,4330000000.0,6483580000.0,2227234000.0,3537234000.0,,3537234000.0,3537234000.0,8710814000.0,40916000000.0,49627083000.0,46999956000.0,,,,,291117000.0,-1310000000.0,,359000000.0,,,,0.0,,,,,9102758000.0,,,,,,,,,,,,,,,,,
EGCO,2022-12-31,-386696464.0,0.112,13384876000.0,-3452647000.0,-3452647000.0,2683098000.0,3284923000.0,50512000000.0,9932229000.0,6647306000.0,-3527000000.0,3690000000.0,492000000.0,5749048536.0,2683098000.0,51867847000.0,526465000.0,526465000.0,5.1,5.1,2683098000.0,2683098000.0,2683098000.0,57180000.0,2625918000.0,2625918000.0,331388000.0,2957306000.0,-1279772000.0,203000000.0,644246000.0,2318454000.0,,-4096893000.0,-3527000000.0,3690000000.0,492000000.0,7764186000.0,1355847000.0,2753847000.0,,2753847000.0,2753847000.0,9120033000.0,50512000000.0,59632409000.0,56851746000.0,,,,,1969875000.0,-1398000000.0,,329000000.0,,,,2962700000.0,,,,,0.0,,,,,,,,,,,,,,,,,
EGCO,2021-12-31,-809823468.0,0.138,17218555000.0,-5868286000.0,-5868286000.0,4103840000.0,3123867000.0,27560000000.0,11350269000.0,8226402000.0,-3540000000.0,3450000000.0,174000000.0,9162302532.0,4103840000.0,28393952000.0,526465000.0,526465000.0,7.8,7.8,4103840000.0,4103840000.0,4103840000.0,-13214000.0,4117054000.0,4117054000.0,659348000.0,4776402000.0,807904000.0,248000000.0,-1006919000.0,1006919000.0,,-4861367000.0,-3540000000.0,3450000000.0,174000000.0,7509209000.0,833952000.0,2645952000.0,,2645952000.0,2645952000.0,8343161000.0,27560000000.0,35903890000.0,33103000000.0,,,,,6428190000.0,-1812000000.0,,264000000.0,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
EGCO,2020-12-31,72514953.5,0.1045,15825427000.0,693923000.0,693923000.0,8733030000.0,3131380000.0,25258000000.0,16519350000.0,13387970000.0,-3610000000.0,3606000000.0,260000000.0,8111621953.5,8733030000.0,26032842000.0,526465000.0,526465000.0,16.59,16.59,8733030000.0,8733030000.0,8733030000.0,-26840000.0,8759870000.0,8759870000.0,1022100000.0,9781970000.0,5846958000.0,315000000.0,-1608501000.0,1608501000.0,,2302424000.0,-3610000000.0,3606000000.0,260000000.0,7544979000.0,774842000.0,2612842000.0,,2612842000.0,2612842000.0,8319821000.0,25258000000.0,33578065000.0,30701000000.0,,,,,4838035000.0,-1838000000.0,,264000000.0,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,
EGCO,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,532371620.0,,,,,,,,,,,,,,,,,,,
EKH,2023-12-31,6872684.47634,0.18933,423808203.0,36300000.0,36300000.0,297261141.0,85655453.0,669224720.0,460108203.0,374452750.0,7788974.0,1652165.0,9441139.0,267833825.47634,297261141.0,893121073.0,752531425.0,714693550.0,0.395024,0.415902,297261141.0,297261141.0,297261141.0,-4957053.0,302218194.0,302218194.0,70582391.0,372800585.0,49522862.0,13292000.0,,,,36300000.0,7788974.0,1652165.0,9441139.0,315488873.0,223896353.0,223896353.0,,223896353.0,223896353.0,539385226.0,669224720.0,1208609946.0,1208609946.0,365080749.0,,,,-69138.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKH,2022-12-31,83636788.278536,0.196664,338762390.0,425278000.0,425278000.0,551324059.0,76677455.0,609000107.0,764040390.0,687362935.0,742057.0,1615259.0,2357316.0,209682847.278536,551324059.0,806331191.0,710492075.0,677456325.0,0.776,0.813854,551324059.0,551324059.0,551324059.0,438128.0,550885931.0,550885931.0,134861745.0,685747676.0,442829000.0,17551000.0,,,,425278000.0,742057.0,1615259.0,2357316.0,242176446.0,197331084.0,197331084.0,,197331084.0,197331084.0,439507530.0,609000107.0,1048507637.0,1048507637.0,685005619.0,,,,0.0,-17551000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKH,2021-12-31,8803033.791635,0.198342,457462619.0,44383000.0,44383000.0,344830464.0,75282430.0,602788544.0,501845619.0,426563189.0,-437465.0,1805942.0,1368477.0,309250497.791635,344830464.0,775839906.0,656501942.0,652764869.0,0.525211,0.528257,344830464.0,344830464.0,344830464.0,4320618.0,340509846.0,340509846.0,84247401.0,424757247.0,54676000.0,10293000.0,,,,44383000.0,-437465.0,1805942.0,1368477.0,370519205.0,173051362.0,173051362.0,,173051362.0,173051362.0,543570567.0,602788544.0,1146359111.0,1146359111.0,425194712.0,,,,,-10293000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKH,2020-12-31,279032.017646,0.173527,149200369.0,1608000.0,1608000.0,72103508.0,69656186.0,449810420.0,150808369.0,81152183.0,1249697.0,1559104.0,2808801.0,70774540.017646,72103508.0,580389598.0,653876724.0,653876724.0,0.110282,0.110282,72103508.0,72103508.0,72103508.0,6322007.0,65781501.0,65781501.0,13811578.0,79593079.0,12981000.0,11373000.0,,,,1608000.0,1249697.0,1559104.0,2808801.0,65362611.0,130579178.0,130579178.0,,130579178.0,130579178.0,195941789.0,449810420.0,645752209.0,645752209.0,78343382.0,,,,,-11373000.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EKH,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-19387319.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EMC,2023-12-31,0.0,0.2,-469376246.0,,,-558907003.0,53125726.0,651725383.0,-469376246.0,-522501972.0,-24865378.0,25713551.0,848173.0,-558907003.0,-558907003.0,939342342.0,10963969900.0,10963969900.0,-0.051,-0.051,-558907003.0,-558907003.0,-558907003.0,517733.0,-559424736.0,-559424736.0,11209213.0,-548215523.0,-353213.0,,,,,,-24865378.0,25713551.0,848173.0,-522996932.0,287616959.0,327831686.0,8692362.0,319139324.0,319139324.0,-235379973.0,651725383.0,416345410.0,416345410.0,-522996932.0,,,,-353213.0,-40214727.0,,,,,,,,,38612252.0,,,,,,,,,,,,,,,,,,,
EMC,2022-12-31,0.0,0.0017,-287616092.0,1448248.0,1448248.0,-338940818.0,49943388.0,844263013.0,-287616092.0,-337559480.0,-2690086.0,3167305.0,477219.0,-338940818.0,-338940818.0,985968255.0,12530163100.0,10963903600.0,-0.030923,-0.030923,-338940818.0,-338940818.0,-338940818.0,1194993.0,-340135811.0,-340135811.0,-590974.0,-340726785.0,-726435.0,21956002.0,,,,1448248.0,-2690086.0,3167305.0,477219.0,-337310264.0,141705242.0,165385492.0,6933625.0,158451867.0,158451867.0,-195605022.0,844263013.0,648657991.0,648657991.0,-337310264.0,,,,-726435.0,-23680250.0,,,,,,,,,38575886.0,,,,,,,,,,,,,,,,,,,
EMC,2021-12-31,145499.158,0.034,-50486124.0,4279387.0,4279387.0,-92731108.0,48151942.0,1055137449.0,-46206737.0,-94358679.0,-2034279.0,2570148.0,535869.0,-96864995.842,-92731108.0,1194502563.0,13283164700.0,10963881500.0,-0.008462,-0.008462,-92731108.0,-92731108.0,-92731108.0,899601.0,-93630709.0,-93630709.0,-3298118.0,-96928827.0,34121364.0,31355378.0,,,,4279387.0,-2034279.0,2570148.0,535869.0,-129015912.0,139365114.0,139365114.0,10365004.0,129000110.0,129000110.0,10349202.0,1055137449.0,1065486651.0,1065486651.0,-93381147.0,,,,-1513401.0,,,,,,,,,,39707796.0,,,,,,,,,,,,,,,,,,,
EMC,2020-12-31,64040.808,0.0996,120227382.0,642980.0,642980.0,58933104.0,48865621.0,1235475320.0,120870362.0,72004741.0,-3376589.0,4771216.0,1394627.0,58354164.808,58933104.0,1391400294.0,11169454400.0,10963881500.0,0.005308,0.005385,58933104.0,58933104.0,58933104.0,-1604763.0,60537867.0,60537867.0,6695658.0,67233525.0,51324851.0,52124482.0,,,,642980.0,-3376589.0,4771216.0,1394627.0,19285263.0,155924974.0,155924974.0,21890733.0,134034241.0,134034241.0,175210237.0,1235475320.0,1410685557.0,1410685557.0,72052725.0,,,,-1442611.0,-52124482.0,,,,,,,,,42773149.0,,,,,,,,,,,,,,,,,,,
EMC,2019-12-31,,,,53536155.0,53536155.0,,,,,,,,,,,,,,,,,,,,,,,,,47737781.0,2646374.0,-2646374.0,,50889781.0,,,,,,,,,,,,,,,,,,,-5362546.0,,,,,,,-5368645.0,,,,,,,,,,,,,,,,,,,,,
EP,2023-12-31,-2598143.221664,0.009594,61538797.18,-270799489.62,-270799489.62,-465357554.57,66357596.92,724029266.2,-209260692.44,-275618289.36,-277958302.95,278458028.36,499725.41,-197156208.171664,-465357554.57,838603723.99,932507097.0,932507097.0,-0.5,-0.5,-465357554.57,-465357554.57,-465357554.57,83402764.84,-548760319.41,-548760319.41,-5315998.31,-554076317.72,-265020711.7,5778777.92,,,,-270799489.62,-277958302.95,278458028.36,499725.41,-11097303.07,114574457.79,120360787.77,39504468.21,80856319.56,80856319.56,103477154.72,724029266.2,827506420.92,827506420.92,-275618289.36,,,,,,,,,,,,-5786329.98,,,,,,,,,,,,,,,,,,,,,
EP,2022-12-31,-12497261.854,0.2,90526164.88,-62486309.27,-62486309.27,-272038664.1,79369514.3,804082467.29,28039855.61,-51329658.69,-260960218.07,261334706.89,374488.82,-222049616.684,-272038664.1,883978354.62,932507097.0,932507097.0,-0.29,-0.29,-272038664.1,-272038664.1,-272038664.1,43398884.59,-315437548.69,-315437548.69,2773183.11,-312664365.58,-45594403.92,16891905.35,383226.19,,,-62486309.27,-260960218.07,261334706.89,374488.82,-6109743.59,79895887.33,135164352.24,35409636.61,99754715.63,99754715.63,73786143.74,804082467.29,877868611.03,877868611.03,-51329658.69,,,383226.19,0.0,-16508679.16,,,,,,,-55268464.91,,,,,,,,,,,,,,,,,,,,,
EP,2021-12-31,518706901.8612,0.26,270314584.08,1995026545.62,1995026545.62,1007508394.66,85576317.27,621322036.01,2265341129.7,2179764812.43,-351355556.12,354354535.58,2998979.46,-468811249.0988,1007508394.66,745756895.95,932507097.0,932507097.0,1.08,1.08,1007508394.66,1007508394.66,1007508394.66,-196797823.43,1204306218.09,1204306218.09,621104058.76,1825410276.85,2222608566.88,22149417.13,-90403766.08,,,2085430311.7,-351355556.12,354354535.58,2998979.46,-45842733.91,124434859.94,218304450.21,36556384.52,181748065.69,181748065.69,78592126.03,621322036.01,699914162.04,699914162.04,1952182791.17,,,-90403766.08,227582021.26,-59650956.85,,,,,,,-34218633.42,,,,,,,,,,,,,,,,,,,,,
EP,2020-12-31,31640034.9488,0.02,571278494.4,1582001747.44,1582001747.44,1135385414.89,252508923.06,712935452.94,2153280241.84,1900771318.78,-279500426.0,280907298.75,1406872.75,-414976297.6012,1135385414.89,961178831.99,921812495.0,921812495.0,1.23,1.23,1135385414.89,1135385414.89,1135385414.89,-429800435.48,1565185850.37,1565185850.37,54678169.66,1619864020.03,1844887254.01,23607245.96,1213534.59,,,1580788212.85,-279500426.0,280907298.75,1406872.75,54477192.02,248243379.05,377330497.25,30313454.15,347017043.1,347017043.1,302720571.07,712935452.94,1015656024.01,1015656024.01,1661493058.17,,,1213534.59,239278260.61,-129087118.2,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EP,2019-12-31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3899010.05,,0.0,,,,,,,,,,,,,,,,,,3899010.05,390391104.12,-216429712.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
EPG,2024-03-31,1147078.518364,0.016891,2357722271.0,67912274.0,67912274.0,1187072004.0,987943576.0,8998886929.0,2425634545.0,1437690969.0,-191590644.0,206168185.0,21544900.0,1120306808.518364,1187072004.0,12387871324.0,2800000000.0,2800000000.0,0.424,0.424,1187072004.0,1187072004.0,1187072004.0,-23649631.0,1210721635.0,1210721635.0,20801149.0,1231522784.0,583882038.0,52588481.0,8271162.0,,132859.0,59641112.0,-191590644.0,206168185.0,21544900.0,839231390.0,3388984395.0,3102472110.0,1494356280.0,1608115830.0,1608115830.0,4228215785.0,8998886929.0,13227102714.0,13227102714.0,,,,7618181.0,463381283.0,-6095046.0,,6967359.0,,,,,292607331.0,,,-785840.0,,,,,,,,,,,,,,,,,,
EPG,2023-03-31,-3899959.268184,0.078196,2268120579.0,-49873966.0,-49873966.0,1075910767.0,916154523.0,8133916090.0,2218246613.0,1302092090.0,-120693667.0,128742699.0,14741878.0,1121884773.731816,1075910767.0,11057659772.0,2800000000.0,2800000000.0,0.384,0.384,1075910767.0,1075910767.0,1075910767.0,-5687051.0,1081597818.0,1081597818.0,91751573.0,1173349391.0,226383119.0,33415071.0,12239440.0,,1795607.0,-62113406.0,-120693667.0,128742699.0,14741878.0,1067659939.0,2923743682.0,2871963803.0,1482184480.0,1389779323.0,1389779323.0,3991403621.0,8133916090.0,12125319711.0,12125319711.0,,,,9867337.0,242842014.0,-6486600.0,,6692846.0,,,,,58266479.0,,,-4167710.0,,,,,,,,,,,,,,,,,,
EPG,2022-03-31,2870525.970755,0.044305,2501860371.0,64790740.0,64790740.0,1596959612.0,833595464.0,8028025359.0,2566651111.0,1733055647.0,-51809503.0,56410765.0,11319921.0,1535039397.970755,1596959612.0,10353994240.0,2800000000.0,2800000000.0,0.57,0.57,1596959612.0,1596959612.0,1596959612.0,-5402237.0,1602361849.0,1602361849.0,74283033.0,1676644882.0,312854185.0,21858125.0,16357586.0,,216146.0,48433154.0,-51809503.0,56410765.0,11319921.0,1415600200.0,2325968881.0,2339371307.0,1167892869.0,1171478438.0,1171478438.0,3741569081.0,8028025359.0,11769594440.0,11769594440.0,,,,11817917.0,226205320.0,-6085939.0,,6718659.0,,,,,-7316487.0,,,-4755815.0,,,,,,,,,,,,,,,,,,
EPG,2021-03-31,4241048.36968,0.028138,1971544154.0,150725817.0,150725817.0,1218890244.0,805553537.0,6594118364.0,2122269971.0,1316716434.0,-49911475.0,60115449.0,13703450.0,1072405475.36968,1218890244.0,8528627227.0,2800000000.0,2800000000.0,0.435,0.435,1218890244.0,1218890244.0,1218890244.0,-2353125.0,1221243369.0,1221243369.0,35357616.0,1256600985.0,253451761.0,10165390.0,129553086.0,,126065.0,21172731.0,-49911475.0,60115449.0,13703450.0,1053060699.0,1934508863.0,1927130507.0,890513574.0,1036616933.0,1036616933.0,2987569562.0,6594118364.0,9581687926.0,9581687926.0,,,,15721831.0,92560554.0,-4611942.0,,3499476.0,,,,,11990298.0,,,-113957320.0,,,,,,,,,,,,,,,,,,
